Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
5/1/2021,5/31/2021,By Month,Missouri,All Sexes,All Ages,205,5705,337,107,0,435
6/1/2021,6/30/2021,By Month,Missouri,All Sexes,All Ages,283,5662,387,145,0,526
7/1/2021,7/31/2021,By Month,Missouri,All Sexes,All Ages,743,6393,646,434,0,957
8/1/2021,8/31/2021,By Month,Missouri,All Sexes,All Ages,1418,7275,1109,825,0,1703
9/1/2021,9/30/2021,By Month,Missouri,All Sexes,All Ages,1054,6635,857,599,0,1312
10/1/2021,10/31/2021,By Month,Missouri,All Sexes,All Ages,661,6322,627,384,0,904
11/1/2021,11/30/2021,By Month,Missouri,All Sexes,All Ages,540,6318,587,301,0,826
12/1/2021,12/31/2021,By Month,Missouri,All Sexes,All Ages,1118,7189,957,651,12,1433
1/1/2022,1/31/2022,By Month,Missouri,All Sexes,All Ages,2040,8371,1378,1072,25,2368
2/1/2022,2/28/2022,By Month,Missouri,All Sexes,All Ages,1151,6525,888,599,13,1449
3/1/2022,3/31/2022,By Month,Missouri,All Sexes,All Ages,322,5988,405,151,0,584
4/1/2022,4/30/2022,By Month,Missouri,All Sexes,All Ages,126,5500,305,44,10,397
5/1/2022,5/31/2022,By Month,Missouri,All Sexes,All Ages,101,5733,310,29,0,387
6/1/2022,6/30/2022,By Month,Missouri,All Sexes,All Ages,139,5519,293,47,0,389
7/1/2022,7/31/2022,By Month,Missouri,All Sexes,All Ages,276,5586,331,94,0,515
8/1/2022,8/31/2022,By Month,Missouri,All Sexes,All Ages,266,4939,297,91,0,473
9/1/2022,9/24/2022,By Month,Missouri,All Sexes,All Ages,115,2623,162,35,0,242
1/1/2020,1/31/2020,By Month,Montana,All Sexes,All Ages,0,937,51,0,0,55
2/1/2020,2/29/2020,By Month,Montana,All Sexes,All Ages,0,881,43,0,10,53
3/1/2020,3/31/2020,By Month,Montana,All Sexes,All Ages,0,950,72,0,20,96
4/1/2020,4/30/2020,By Month,Montana,All Sexes,All Ages,11,841,42,0,0,54
5/1/2020,5/31/2020,By Month,Montana,All Sexes,All Ages,0,834,31,0,0,32
6/1/2020,6/30/2020,By Month,Montana,All Sexes,All Ages,0,841,36,0,0,40
7/1/2020,7/31/2020,By Month,Montana,All Sexes,All Ages,44,898,38,0,0,74
8/1/2020,8/31/2020,By Month,Montana,All Sexes,All Ages,50,947,53,24,0,79
9/1/2020,9/30/2020,By Month,Montana,All Sexes,All Ages,93,977,75,43,0,125
10/1/2020,10/31/2020,By Month,Montana,All Sexes,All Ages,279,1290,192,146,0,325
11/1/2020,11/30/2020,By Month,Montana,All Sexes,All Ages,405,1325,233,198,0,440
12/1/2020,12/31/2020,By Month,Montana,All Sexes,All Ages,376,1287,214,181,0,409
1/1/2021,1/31/2021,By Month,Montana,All Sexes,All Ages,179,1049,111,80,0,210
2/1/2021,2/28/2021,By Month,Montana,All Sexes,All Ages,75,867,68,37,0,106
3/1/2021,3/31/2021,By Month,Montana,All Sexes,All Ages,61,887,59,22,0,99
4/1/2021,4/30/2021,By Month,Montana,All Sexes,All Ages,33,905,44,15,0,62
5/1/2021,5/31/2021,By Month,Montana,All Sexes,All Ages,30,910,64,24,0,70
6/1/2021,6/30/2021,By Month,Montana,All Sexes,All Ages,39,944,68,21,0,86
7/1/2021,7/31/2021,By Month,Montana,All Sexes,All Ages,53,990,74,29,0,98
8/1/2021,8/31/2021,By Month,Montana,All Sexes,All Ages,152,1144,142,93,0,201
9/1/2021,9/30/2021,By Month,Montana,All Sexes,All Ages,294,1270,191,157,0,329
10/1/2021,10/31/2021,By Month,Montana,All Sexes,All Ages,444,1452,305,270,0,479
11/1/2021,11/30/2021,By Month,Montana,All Sexes,All Ages,311,1229,250,195,0,366
12/1/2021,12/31/2021,By Month,Montana,All Sexes,All Ages,145,1129,120,80,0,188
1/1/2022,1/31/2022,By Month,Montana,All Sexes,All Ages,176,1203,160,100,0,238
2/1/2022,2/28/2022,By Month,Montana,All Sexes,All Ages,190,1040,134,97,0,229
3/1/2022,3/31/2022,By Month,Montana,All Sexes,All Ages,69,998,71,32,0,110
4/1/2022,4/30/2022,By Month,Montana,All Sexes,All Ages,18,843,44,0,0,63
5/1/2022,5/31/2022,By Month,Montana,All Sexes,All Ages,27,960,64,12,0,82
6/1/2022,6/30/2022,By Month,Montana,All Sexes,All Ages,20,829,32,0,0,47
7/1/2022,7/31/2022,By Month,Montana,All Sexes,All Ages,51,1022,51,0,0,93
8/1/2022,8/31/2022,By Month,Montana,All Sexes,All Ages,37,925,52,18,0,71
9/1/2022,9/24/2022,By Month,Montana,All Sexes,All Ages,16,424,22,0,0,33
1/1/2020,1/31/2020,By Month,Nebraska,All Sexes,All Ages,0,1562,130,0,29,159
2/1/2020,2/29/2020,By Month,Nebraska,All Sexes,All Ages,0,1388,105,0,13,118
3/1/2020,3/31/2020,By Month,Nebraska,All Sexes,All Ages,0,1509,123,0,0,134
4/1/2020,4/30/2020,By Month,Nebraska,All Sexes,All Ages,76,1461,122,19,0,182
5/1/2020,5/31/2020,By Month,Nebraska,All Sexes,All Ages,111,1563,116,43,0,184
6/1/2020,6/30/2020,By Month,Nebraska,All Sexes,All Ages,92,1424,95,45,0,142
7/1/2020,7/31/2020,By Month,Nebraska,All Sexes,All Ages,48,1483,99,19,0,128
8/1/2020,8/31/2020,By Month,Nebraska,All Sexes,All Ages,101,1580,113,35,0,179
9/1/2020,9/30/2020,By Month,Nebraska,All Sexes,All Ages,117,1502,116,58,0,175
10/1/2020,10/31/2020,By Month,Nebraska,All Sexes,All Ages,281,1833,177,100,0,358
11/1/2020,11/30/2020,By Month,Nebraska,All Sexes,All Ages,798,2319,434,336,0,897
12/1/2020,12/31/2020,By Month,Nebraska,All Sexes,All Ages,623,2078,327,251,0,699
1/1/2021,1/31/2021,By Month,Nebraska,All Sexes,All Ages,345,1809,244,154,0,435
2/1/2021,2/28/2021,By Month,Nebraska,All Sexes,All Ages,120,1335,129,63,0,187
3/1/2021,3/31/2021,By Month,Nebraska,All Sexes,All Ages,76,1472,113,35,0,154
4/1/2021,4/30/2021,By Month,Nebraska,All Sexes,All Ages,66,1479,110,35,0,141
5/1/2021,5/31/2021,By Month,Nebraska,All Sexes,All Ages,65,1505,92,24,0,133
6/1/2021,6/30/2021,By Month,Nebraska,All Sexes,All Ages,25,1354,95,0,0,114
7/1/2021,7/31/2021,By Month,Nebraska,All Sexes,All Ages,48,1434,99,20,0,127
8/1/2021,8/31/2021,By Month,Nebraska,All Sexes,All Ages,145,1589,165,78,0,232
9/1/2021,9/30/2021,By Month,Nebraska,All Sexes,All Ages,186,1629,180,94,0,273
10/1/2021,10/31/2021,By Month,Nebraska,All Sexes,All Ages,259,1805,214,139,0,336
11/1/2021,11/30/2021,By Month,Nebraska,All Sexes,All Ages,262,1764,229,131,0,360
12/1/2021,12/31/2021,By Month,Nebraska,All Sexes,All Ages,342,1925,306,201,0,449
1/1/2022,1/31/2022,By Month,Nebraska,All Sexes,All Ages,381,2046,298,194,0,492
2/1/2022,2/28/2022,By Month,Nebraska,All Sexes,All Ages,270,1656,207,127,0,354
3/1/2022,3/31/2022,By Month,Nebraska,All Sexes,All Ages,87,1542,123,40,0,175
4/1/2022,4/30/2022,By Month,Nebraska,All Sexes,All Ages,30,1403,99,10,0,124
5/1/2022,5/31/2022,By Month,Nebraska,All Sexes,All Ages,34,1456,87,11,0,112
6/1/2022,6/30/2022,By Month,Nebraska,All Sexes,All Ages,43,1316,66,0,0,102
7/1/2022,7/31/2022,By Month,Nebraska,All Sexes,All Ages,69,1496,70,11,0,131
8/1/2022,8/31/2022,By Month,Nebraska,All Sexes,All Ages,63,1405,73,21,0,116
9/1/2022,9/24/2022,By Month,Nebraska,All Sexes,All Ages,28,612,32,0,0,56
1/1/2020,1/31/2020,By Month,Nevada,All Sexes,All Ages,0,2482,166,0,19,185
2/1/2020,2/29/2020,By Month,Nevada,All Sexes,All Ages,0,2273,144,0,18,162
3/1/2020,3/31/2020,By Month,Nevada,All Sexes,All Ages,35,2349,219,28,15,241
4/1/2020,4/30/2020,By Month,Nevada,All Sexes,All Ages,228,2438,325,173,0,382
5/1/2020,5/31/2020,By Month,Nevada,All Sexes,All Ages,162,2359,220,111,0,271
6/1/2020,6/30/2020,By Month,Nevada,All Sexes,All Ages,91,2325,177,62,0,207
7/1/2020,7/31/2020,By Month,Nevada,All Sexes,All Ages,366,2768,405,279,0,492
8/1/2020,8/31/2020,By Month,Nevada,All Sexes,All Ages,474,2928,499,367,0,606
9/1/2020,9/30/2020,By Month,Nevada,All Sexes,All Ages,228,2396,292,170,0,350
10/1/2020,10/31/2020,By Month,Nevada,All Sexes,All Ages,179,2465,257,135,0,301
11/1/2020,11/30/2020,By Month,Nevada,All Sexes,All Ages,523,2810,514,403,0,634
12/1/2020,12/31/2020,By Month,Nevada,All Sexes,All Ages,1241,3796,1136,982,0,1396
1/1/2021,1/31/2021,By Month,Nevada,All Sexes,All Ages,1175,3674,1072,954,0,1295
2/1/2021,2/28/2021,By Month,Nevada,All Sexes,All Ages,555,2699,551,435,0,673
3/1/2021,3/31/2021,By Month,Nevada,All Sexes,All Ages,219,2587,281,157,0,344
4/1/2021,4/30/2021,By Month,Nevada,All Sexes,All Ages,158,2353,240,127,0,271
5/1/2021,5/31/2021,By Month,Nevada,All Sexes,All Ages,119,2398,212,82,0,249
6/1/2021,6/30/2021,By Month,Nevada,All Sexes,All Ages,125,2409,209,91,0,243
7/1/2021,7/31/2021,By Month,Nevada,All Sexes,All Ages,374,2872,406,291,0,489
8/1/2021,8/31/2021,By Month,Nevada,All Sexes,All Ages,728,3109,695,578,0,845
9/1/2021,9/30/2021,By Month,Nevada,All Sexes,All Ages,734,3019,706,575,0,865
10/1/2021,10/31/2021,By Month,Nevada,All Sexes,All Ages,530,2952,554,438,0,647
11/1/2021,11/30/2021,By Month,Nevada,All Sexes,All Ages,455,2845,482,348,0,589
12/1/2021,12/31/2021,By Month,Nevada,All Sexes,All Ages,473,3029,528,369,0,633
1/1/2022,1/31/2022,By Month,Nevada,All Sexes,All Ages,947,3671,870,693,0,1127
2/1/2022,2/28/2022,By Month,Nevada,All Sexes,All Ages,660,2949,641,493,0,808
3/1/2022,3/31/2022,By Month,Nevada,All Sexes,All Ages,213,2620,272,132,0,355
4/1/2022,4/30/2022,By Month,Nevada,All Sexes,All Ages,67,2484,176,38,0,211
5/1/2022,5/31/2022,By Month,Nevada,All Sexes,All Ages,72,2477,193,43,0,230
6/1/2022,6/30/2022,By Month,Nevada,All Sexes,All Ages,113,2431,206,64,0,259
7/1/2022,7/31/2022,By Month,Nevada,All Sexes,All Ages,159,2606,231,98,0,293
8/1/2022,8/31/2022,By Month,Nevada,All Sexes,All Ages,95,2321,184,46,0,233
9/1/2022,9/24/2022,By Month,Nevada,All Sexes,All Ages,18,1109,67,11,0,74
1/1/2020,1/31/2020,By Month,New Hampshire,All Sexes,All Ages,0,1109,74,0,0,81
2/1/2020,2/29/2020,By Month,New Hampshire,All Sexes,All Ages,0,1023,63,0,16,79
3/1/2020,3/31/2020,By Month,New Hampshire,All Sexes,All Ages,10,1116,86,0,10,101
4/1/2020,4/30/2020,By Month,New Hampshire,All Sexes,All Ages,83,1125,94,24,0,153
5/1/2020,5/31/2020,By Month,New Hampshire,All Sexes,All Ages,190,1202,101,61,0,230
6/1/2020,6/30/2020,By Month,New Hampshire,All Sexes,All Ages,100,1116,53,22,0,131
7/1/2020,7/31/2020,By Month,New Hampshire,All Sexes,All Ages,33,1116,45,0,0,69
8/1/2020,8/31/2020,By Month,New Hampshire,All Sexes,All Ages,14,1024,45,0,0,56
9/1/2020,9/30/2020,By Month,New Hampshire,All Sexes,All Ages,0,1050,50,0,0,55
10/1/2020,10/31/2020,By Month,New Hampshire,All Sexes,All Ages,42,1078,49,0,0,85
11/1/2020,11/30/2020,By Month,New Hampshire,All Sexes,All Ages,70,1178,65,12,0,123
12/1/2020,12/31/2020,By Month,New Hampshire,All Sexes,All Ages,277,1376,97,66,0,309
1/1/2021,1/31/2021,By Month,New Hampshire,All Sexes,All Ages,312,1412,151,102,0,361
2/1/2021,2/28/2021,By Month,New Hampshire,All Sexes,All Ages,89,1039,70,35,0,124
3/1/2021,3/31/2021,By Month,New Hampshire,All Sexes,All Ages,49,1030,68,21,0,96
4/1/2021,4/30/2021,By Month,New Hampshire,All Sexes,All Ages,37,1032,53,19,0,71
5/1/2021,5/31/2021,By Month,New Hampshire,All Sexes,All Ages,35,1064,44,15,0,64
6/1/2021,6/30/2021,By Month,New Hampshire,All Sexes,All Ages,18,1062,39,0,0,52
7/1/2021,7/31/2021,By Month,New Hampshire,All Sexes,All Ages,11,1069,40,0,0,45
8/1/2021,8/31/2021,By Month,New Hampshire,All Sexes,All Ages,40,1104,72,19,0,93
9/1/2021,9/30/2021,By Month,New Hampshire,All Sexes,All Ages,63,1105,65,26,0,102
10/1/2021,10/31/2021,By Month,New Hampshire,All Sexes,All Ages,113,1235,111,55,0,169
11/1/2021,11/30/2021,By Month,New Hampshire,All Sexes,All Ages,158,1277,127,75,0,210
12/1/2021,12/31/2021,By Month,New Hampshire,All Sexes,All Ages,279,1439,211,161,0,332
1/1/2022,1/31/2022,By Month,New Hampshire,All Sexes,All Ages,248,1460,183,134,0,302
2/1/2022,2/28/2022,By Month,New Hampshire,All Sexes,All Ages,134,1177,115,62,0,188
3/1/2022,3/31/2022,By Month,New Hampshire,All Sexes,All Ages,43,1168,55,18,0,80
4/1/2022,4/30/2022,By Month,New Hampshire,All Sexes,All Ages,20,1102,70,0,0,86
5/1/2022,5/31/2022,By Month,New Hampshire,All Sexes,All Ages,43,1136,55,10,0,90
6/1/2022,6/30/2022,By Month,New Hampshire,All Sexes,All Ages,38,1146,56,10,0,84
7/1/2022,7/31/2022,By Month,New Hampshire,All Sexes,All Ages,30,1142,55,14,0,71
8/1/2022,8/31/2022,By Month,New Hampshire,All Sexes,All Ages,31,1170,46,10,0,67
9/1/2022,9/24/2022,By Month,New Hampshire,All Sexes,All Ages,34,700,31,0,0,59
1/1/2020,1/31/2020,By Month,New Jersey,All Sexes,All Ages,0,6930,390,0,41,431
2/1/2020,2/29/2020,By Month,New Jersey,All Sexes,All Ages,0,6233,341,0,39,380
3/1/2020,3/31/2020,By Month,New Jersey,All Sexes,All Ages,701,7949,910,362,45,1292
4/1/2020,4/30/2020,By Month,New Jersey,All Sexes,All Ages,9010,18071,5216,4365,24,9873
5/1/2020,5/31/2020,By Month,New Jersey,All Sexes,All Ages,3358,9621,2000,1612,0,3748
6/1/2020,6/30/2020,By Month,New Jersey,All Sexes,All Ages,841,6301,637,378,0,1101
7/1/2020,7/31/2020,By Month,New Jersey,All Sexes,All Ages,330,6097,379,131,0,578
8/1/2020,8/31/2020,By Month,New Jersey,All Sexes,All Ages,168,5941,327,65,0,430
9/1/2020,9/30/2020,By Month,New Jersey,All Sexes,All Ages,144,5886,332,71,0,406
10/1/2020,10/31/2020,By Month,New Jersey,All Sexes,All Ages,280,6239,392,116,0,556
11/1/2020,11/30/2020,By Month,New Jersey,All Sexes,All Ages,944,7097,776,502,0,1218
12/1/2020,12/31/2020,By Month,New Jersey,All Sexes,All Ages,2388,9184,1596,1244,0,2741
1/1/2021,1/31/2021,By Month,New Jersey,All Sexes,All Ages,2482,9095,1659,1309,0,2832
2/1/2021,2/28/2021,By Month,New Jersey,All Sexes,All Ages,1453,7476,1049,763,0,1739
3/1/2021,3/31/2021,By Month,New Jersey,All Sexes,All Ages,1045,7274,832,547,0,1330
4/1/2021,4/30/2021,By Month,New Jersey,All Sexes,All Ages,1037,7033,833,561,0,1309
5/1/2021,5/31/2021,By Month,New Jersey,All Sexes,All Ages,526,6338,527,275,0,779
6/1/2021,6/30/2021,By Month,New Jersey,All Sexes,All Ages,162,5893,304,77,0,389
7/1/2021,7/31/2021,By Month,New Jersey,All Sexes,All Ages,132,6042,344,70,0,406
8/1/2021,8/31/2021,By Month,New Jersey,All Sexes,All Ages,360,6425,483,188,0,655
9/1/2021,9/30/2021,By Month,New Jersey,All Sexes,All Ages,576,6575,647,345,0,878
10/1/2021,10/31/2021,By Month,New Jersey,All Sexes,All Ages,530,6953,641,324,0,847
11/1/2021,11/30/2021,By Month,New Jersey,All Sexes,All Ages,391,6729,557,227,0,721
12/1/2021,12/31/2021,By Month,New Jersey,All Sexes,All Ages,911,7765,762,451,0,1227
1/1/2022,1/31/2022,By Month,New Jersey,All Sexes,All Ages,3039,10289,1840,1535,0,3348
2/1/2022,2/28/2022,By Month,New Jersey,All Sexes,All Ages,863,6771,713,430,0,1149
3/1/2022,3/31/2022,By Month,New Jersey,All Sexes,All Ages,217,6436,351,95,0,474
4/1/2022,4/30/2022,By Month,New Jersey,All Sexes,All Ages,159,5897,326,58,0,433
5/1/2022,5/31/2022,By Month,New Jersey,All Sexes,All Ages,281,6409,339,94,0,534
6/1/2022,6/30/2022,By Month,New Jersey,All Sexes,All Ages,221,5968,321,73,0,472
7/1/2022,7/31/2022,By Month,New Jersey,All Sexes,All Ages,268,6221,334,74,0,530
8/1/2022,8/31/2022,By Month,New Jersey,All Sexes,All Ages,254,6085,298,79,0,474
9/1/2022,9/24/2022,By Month,New Jersey,All Sexes,All Ages,138,3911,199,47,0,291
1/1/2020,1/31/2020,By Month,New Mexico,All Sexes,All Ages,0,1760,117,0,33,150
2/1/2020,2/29/2020,By Month,New Mexico,All Sexes,All Ages,0,1592,104,0,14,118
3/1/2020,3/31/2020,By Month,New Mexico,All Sexes,All Ages,0,1656,120,0,10,132
4/1/2020,4/30/2020,By Month,New Mexico,All Sexes,All Ages,163,1756,177,77,0,263
5/1/2020,5/31/2020,By Month,New Mexico,All Sexes,All Ages,264,1950,181,99,0,347
6/1/2020,6/30/2020,By Month,New Mexico,All Sexes,All Ages,131,1818,144,60,0,215
7/1/2020,7/31/2020,By Month,New Mexico,All Sexes,All Ages,168,1865,143,82,0,229
8/1/2020,8/31/2020,By Month,New Mexico,All Sexes,All Ages,96,1807,108,44,0,160
9/1/2020,9/30/2020,By Month,New Mexico,All Sexes,All Ages,53,1678,99,34,0,118
10/1/2020,10/31/2020,By Month,New Mexico,All Sexes,All Ages,169,1863,200,103,0,267
11/1/2020,11/30/2020,By Month,New Mexico,All Sexes,All Ages,796,2473,515,418,0,893
12/1/2020,12/31/2020,By Month,New Mexico,All Sexes,All Ages,1039,2874,624,526,0,1137
1/1/2021,1/31/2021,By Month,New Mexico,All Sexes,All Ages,707,2421,443,354,0,798
2/1/2021,2/28/2021,By Month,New Mexico,All Sexes,All Ages,299,1820,232,165,0,366
3/1/2021,3/31/2021,By Month,New Mexico,All Sexes,All Ages,147,1967,179,81,0,245
4/1/2021,4/30/2021,By Month,New Mexico,All Sexes,All Ages,73,1803,113,39,0,147
5/1/2021,5/31/2021,By Month,New Mexico,All Sexes,All Ages,81,1852,156,51,0,186
6/1/2021,6/30/2021,By Month,New Mexico,All Sexes,All Ages,63,1739,102,36,0,129
7/1/2021,7/31/2021,By Month,New Mexico,All Sexes,All Ages,50,1749,119,29,0,140
8/1/2021,8/31/2021,By Month,New Mexico,All Sexes,All Ages,249,1980,219,147,0,321
9/1/2021,9/30/2021,By Month,New Mexico,All Sexes,All Ages,341,2095,279,209,0,411
10/1/2021,10/31/2021,By Month,New Mexico,All Sexes,All Ages,342,2104,303,234,0,411
11/1/2021,11/30/2021,By Month,New Mexico,All Sexes,All Ages,592,2332,437,348,0,681
12/1/2021,12/31/2021,By Month,New Mexico,All Sexes,All Ages,760,2730,608,508,0,861
1/1/2022,1/31/2022,By Month,New Mexico,All Sexes,All Ages,677,2631,500,399,0,780
2/1/2022,2/28/2022,By Month,New Mexico,All Sexes,All Ages,390,2040,303,218,0,475
3/1/2022,3/31/2022,By Month,New Mexico,All Sexes,All Ages,149,1912,180,77,0,254
4/1/2022,4/30/2022,By Month,New Mexico,All Sexes,All Ages,48,1662,98,20,0,129
5/1/2022,5/31/2022,By Month,New Mexico,All Sexes,All Ages,50,1807,114,18,0,151
6/1/2022,6/30/2022,By Month,New Mexico,All Sexes,All Ages,85,1671,111,40,0,159
7/1/2022,7/31/2022,By Month,New Mexico,All Sexes,All Ages,105,1662,102,45,0,163
8/1/2022,8/31/2022,By Month,New Mexico,All Sexes,All Ages,62,1533,89,22,0,129
9/1/2022,9/24/2022,By Month,New Mexico,All Sexes,All Ages,27,676,57,16,0,68
1/1/2020,1/31/2020,By Month,New York,All Sexes,All Ages,0,9283,790,0,65,856
2/1/2020,2/29/2020,By Month,New York,All Sexes,All Ages,0,8519,652,0,81,736
3/1/2020,3/31/2020,By Month,New York,All Sexes,All Ages,705,10158,1311,409,80,1683
4/1/2020,4/30/2020,By Month,New York,All Sexes,All Ages,7288,17455,4669,3651,31,8323
5/1/2020,5/31/2020,By Month,New York,All Sexes,All Ages,2720,10806,1781,1196,0,3307
6/1/2020,6/30/2020,By Month,New York,All Sexes,All Ages,629,8212,758,259,0,1128
7/1/2020,7/31/2020,By Month,New York,All Sexes,All Ages,238,8256,576,72,0,742
8/1/2020,8/31/2020,By Month,New York,All Sexes,All Ages,145,8155,515,49,0,611
9/1/2020,9/30/2020,By Month,New York,All Sexes,All Ages,121,8254,608,44,0,686
10/1/2020,10/31/2020,By Month,New York,All Sexes,All Ages,292,8770,616,97,0,816
11/1/2020,11/30/2020,By Month,New York,All Sexes,All Ages,932,9357,935,338,0,1534
12/1/2020,12/31/2020,By Month,New York,All Sexes,All Ages,3119,12126,1807,1192,0,3737
1/1/2021,1/31/2021,By Month,New York,All Sexes,All Ages,4347,13333,2404,1764,0,4991
2/1/2021,2/28/2021,By Month,New York,All Sexes,All Ages,2217,10071,1493,982,0,2730
3/1/2021,3/31/2021,By Month,New York,All Sexes,All Ages,1154,9426,1070,517,0,1708
4/1/2021,4/30/2021,By Month,New York,All Sexes,All Ages,897,8812,917,435,0,1380
5/1/2021,5/31/2021,By Month,New York,All Sexes,All Ages,527,8680,787,240,0,1075
6/1/2021,6/30/2021,By Month,New York,All Sexes,All Ages,239,7985,590,109,0,721
7/1/2021,7/31/2021,By Month,New York,All Sexes,All Ages,126,8395,585,50,0,662
8/1/2021,8/31/2021,By Month,New York,All Sexes,All Ages,460,9051,790,220,0,1031
9/1/2021,9/30/2021,By Month,New York,All Sexes,All Ages,855,9144,1003,435,0,1423
10/1/2021,10/31/2021,By Month,New York,All Sexes,All Ages,995,9855,1085,478,0,1604
11/1/2021,11/30/2021,By Month,New York,All Sexes,All Ages,1084,10082,1147,535,0,1697
12/1/2021,12/31/2021,By Month,New York,All Sexes,All Ages,1898,11267,1605,910,0,2601
1/1/2022,1/31/2022,By Month,New York,All Sexes,All Ages,3044,12494,1947,1291,18,3718
2/1/2022,2/28/2022,By Month,New York,All Sexes,All Ages,1313,9315,1125,566,0,1874
3/1/2022,3/31/2022,By Month,New York,All Sexes,All Ages,420,8967,727,153,0,1002
4/1/2022,4/30/2022,By Month,New York,All Sexes,All Ages,342,8587,691,109,22,946
5/1/2022,5/31/2022,By Month,New York,All Sexes,All Ages,614,9049,737,177,26,1198
6/1/2022,6/30/2022,By Month,New York,All Sexes,All Ages,385,8359,616,129,0,876
7/1/2022,7/31/2022,By Month,New York,All Sexes,All Ages,373,8587,640,111,0,907
8/1/2022,8/31/2022,By Month,New York,All Sexes,All Ages,388,8677,627,119,0,898
9/1/2022,9/24/2022,By Month,New York,All Sexes,All Ages,288,5828,433,75,0,647
1/1/2020,1/31/2020,By Month,New York City,All Sexes,All Ages,0,5104,428,0,64,492
2/1/2020,2/29/2020,By Month,New York City,All Sexes,All Ages,0,4681,369,0,53,422
3/1/2020,3/31/2020,By Month,New York City,All Sexes,All Ages,2182,8672,1610,886,143,2947
4/1/2020,4/30/2020,By Month,New York City,All Sexes,All Ages,14926,24015,6553,5714,746,15783
5/1/2020,5/31/2020,By Month,New York City,All Sexes,All Ages,2853,7031,1371,1098,0,3129
6/1/2020,6/30/2020,By Month,New York City,All Sexes,All Ages,492,4545,401,165,0,729
7/1/2020,7/31/2020,By Month,New York City,All Sexes,All Ages,200,4426,339,64,0,476
8/1/2020,8/31/2020,By Month,New York City,All Sexes,All Ages,108,4311,275,25,0,359
9/1/2020,9/30/2020,By Month,New York City,All Sexes,All Ages,99,4232,299,34,0,364
10/1/2020,10/31/2020,By Month,New York City,All Sexes,All Ages,149,4565,295,45,0,401
11/1/2020,11/30/2020,By Month,New York City,All Sexes,All Ages,296,4746,400,106,0,590
12/1/2020,12/31/2020,By Month,New York City,All Sexes,All Ages,977,5815,623,286,0,1316
1/1/2021,1/31/2021,By Month,New York City,All Sexes,All Ages,1947,6817,1002,687,0,2266
2/1/2021,2/28/2021,By Month,New York City,All Sexes,All Ages,1929,6282,967,679,0,2219
3/1/2021,3/31/2021,By Month,New York City,All Sexes,All Ages,1569,6272,938,602,0,1906
4/1/2021,4/30/2021,By Month,New York City,All Sexes,All Ages,1087,5344,716,426,0,1378
5/1/2021,5/31/2021,By Month,New York City,All Sexes,All Ages,495,4889,437,180,0,752
6/1/2021,6/30/2021,By Month,New York City,All Sexes,All Ages,151,4373,334,57,0,430
7/1/2021,7/31/2021,By Month,New York City,All Sexes,All Ages,105,4386,311,37,0,379
8/1/2021,8/31/2021,By Month,New York City,All Sexes,All Ages,285,4862,390,104,0,573
9/1/2021,9/30/2021,By Month,New York City,All Sexes,All Ages,384,4818,467,160,0,692
10/1/2021,10/31/2021,By Month,New York City,All Sexes,All Ages,285,4908,410,108,0,587
11/1/2021,11/30/2021,By Month,New York City,All Sexes,All Ages,236,4937,420,85,0,571
12/1/2021,12/31/2021,By Month,New York City,All Sexes,All Ages,585,5662,568,195,0,964
1/1/2022,1/31/2022,By Month,New York City,All Sexes,All Ages,2655,7933,1250,886,12,3023
2/1/2022,2/28/2022,By Month,New York City,All Sexes,All Ages,773,5038,587,290,0,1071
3/1/2022,3/31/2022,By Month,New York City,All Sexes,All Ages,205,4679,356,67,0,495
4/1/2022,4/30/2022,By Month,New York City,All Sexes,All Ages,118,4254,310,36,0,396
5/1/2022,5/31/2022,By Month,New York City,All Sexes,All Ages,171,4619,304,46,0,434
6/1/2022,6/30/2022,By Month,New York City,All Sexes,All Ages,191,4374,336,45,0,486
7/1/2022,7/31/2022,By Month,New York City,All Sexes,All Ages,234,4701,337,56,0,517
8/1/2022,8/31/2022,By Month,New York City,All Sexes,All Ages,255,4750,373,79,0,549
9/1/2022,9/24/2022,By Month,New York City,All Sexes,All Ages,140,3086,208,41,0,307
1/1/2020,1/31/2020,By Month,North Carolina,All Sexes,All Ages,0,8725,592,0,58,650
2/1/2020,2/29/2020,By Month,North Carolina,All Sexes,All Ages,0,8316,516,0,114,630
3/1/2020,3/31/2020,By Month,North Carolina,All Sexes,All Ages,24,8842,553,12,85,650
4/1/2020,4/30/2020,By Month,North Carolina,All Sexes,All Ages,449,8735,700,159,16,1005
5/1/2020,5/31/2020,By Month,North Carolina,All Sexes,All Ages,540,8964,645,193,0,995
6/1/2020,6/30/2020,By Month,North Carolina,All Sexes,All Ages,471,8297,570,186,0,856
7/1/2020,7/31/2020,By Month,North Carolina,All Sexes,All Ages,700,9061,652,276,0,1076
8/1/2020,8/31/2020,By Month,North Carolina,All Sexes,All Ages,912,9331,861,426,0,1348
9/1/2020,9/30/2020,By Month,North Carolina,All Sexes,All Ages,914,9180,858,456,0,1316
10/1/2020,10/31/2020,By Month,North Carolina,All Sexes,All Ages,985,9423,938,511,0,1412
11/1/2020,11/30/2020,By Month,North Carolina,All Sexes,All Ages,1285,9767,1032,625,0,1697
