Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
2/1/2022,2/28/2022,By Month,Massachusetts,Female,All Ages,308,2658,220,120,0,409
3/1/2022,3/31/2022,By Month,Massachusetts,Female,All Ages,81,2546,143,29,0,199
4/1/2022,4/30/2022,By Month,Massachusetts,Female,All Ages,56,2447,138,21,15,187
5/1/2022,5/31/2022,By Month,Massachusetts,Female,All Ages,125,2548,162,35,14,265
6/1/2022,6/30/2022,By Month,Massachusetts,Female,All Ages,99,2442,129,34,0,198
7/1/2022,7/31/2022,By Month,Massachusetts,Female,All Ages,70,2513,122,13,0,180
8/1/2022,8/31/2022,By Month,Massachusetts,Female,All Ages,113,2485,129,29,0,213
9/1/2022,9/24/2022,By Month,Massachusetts,Female,All Ages,50,1357,70,11,0,109
1/1/2020,1/31/2020,By Month,Michigan,Female,All Ages,0,4481,261,0,22,283
2/1/2020,2/29/2020,By Month,Michigan,Female,All Ages,0,4047,226,0,41,267
3/1/2020,3/31/2020,By Month,Michigan,Female,All Ages,193,4696,398,108,65,547
4/1/2020,4/30/2020,By Month,Michigan,Female,All Ages,1749,6446,1201,872,10,2087
5/1/2020,5/31/2020,By Month,Michigan,Female,All Ages,645,4528,456,262,0,842
6/1/2020,6/30/2020,By Month,Michigan,Female,All Ages,167,3916,212,55,0,324
7/1/2020,7/31/2020,By Month,Michigan,Female,All Ages,81,3978,190,24,0,247
8/1/2020,8/31/2020,By Month,Michigan,Female,All Ages,112,4099,235,51,0,296
9/1/2020,9/30/2020,By Month,Michigan,Female,All Ages,102,4121,213,41,0,274
10/1/2020,10/31/2020,By Month,Michigan,Female,All Ages,255,4512,265,100,0,420
11/1/2020,11/30/2020,By Month,Michigan,Female,All Ages,938,5073,675,455,0,1158
12/1/2020,12/31/2020,By Month,Michigan,Female,All Ages,1454,5951,848,644,0,1659
1/1/2021,1/31/2021,By Month,Michigan,Female,All Ages,812,5032,563,356,0,1019
2/1/2021,2/28/2021,By Month,Michigan,Female,All Ages,315,3999,286,134,0,467
3/1/2021,3/31/2021,By Month,Michigan,Female,All Ages,272,4226,323,145,0,452
4/1/2021,4/30/2021,By Month,Michigan,Female,All Ages,717,4646,547,397,0,869
5/1/2021,5/31/2021,By Month,Michigan,Female,All Ages,615,4494,526,383,0,758
6/1/2021,6/30/2021,By Month,Michigan,Female,All Ages,168,3937,249,93,0,324
7/1/2021,7/31/2021,By Month,Michigan,Female,All Ages,71,3949,186,22,0,235
8/1/2021,8/31/2021,By Month,Michigan,Female,All Ages,174,4164,276,97,0,353
9/1/2021,9/30/2021,By Month,Michigan,Female,All Ages,360,4284,405,224,0,543
10/1/2021,10/31/2021,By Month,Michigan,Female,All Ages,578,4721,524,336,0,766
11/1/2021,11/30/2021,By Month,Michigan,Female,All Ages,983,5275,759,536,0,1207
12/1/2021,12/31/2021,By Month,Michigan,Female,All Ages,1525,6117,1082,870,0,1742
1/1/2022,1/31/2022,By Month,Michigan,Female,All Ages,1293,5748,926,695,0,1529
2/1/2022,2/28/2022,By Month,Michigan,Female,All Ages,571,4375,427,261,0,742
3/1/2022,3/31/2022,By Month,Michigan,Female,All Ages,221,4223,266,79,0,415
4/1/2022,4/30/2022,By Month,Michigan,Female,All Ages,115,4108,191,39,15,282
5/1/2022,5/31/2022,By Month,Michigan,Female,All Ages,162,4221,260,42,0,389
6/1/2022,6/30/2022,By Month,Michigan,Female,All Ages,165,3952,194,37,0,324
7/1/2022,7/31/2022,By Month,Michigan,Female,All Ages,174,4096,247,52,0,369
8/1/2022,8/31/2022,By Month,Michigan,Female,All Ages,189,4124,190,50,0,330
9/1/2022,9/24/2022,By Month,Michigan,Female,All Ages,129,2371,125,34,0,220
1/1/2020,1/31/2020,By Month,Minnesota,Female,All Ages,0,2139,157,0,12,169
2/1/2020,2/29/2020,By Month,Minnesota,Female,All Ages,0,1924,132,0,27,159
3/1/2020,3/31/2020,By Month,Minnesota,Female,All Ages,0,1985,140,0,23,166
4/1/2020,4/30/2020,By Month,Minnesota,Female,All Ages,190,2035,177,47,0,325
5/1/2020,5/31/2020,By Month,Minnesota,Female,All Ages,370,2316,207,107,0,472
6/1/2020,6/30/2020,By Month,Minnesota,Female,All Ages,202,1914,127,47,0,284
7/1/2020,7/31/2020,By Month,Minnesota,Female,All Ages,84,1866,98,19,0,163
8/1/2020,8/31/2020,By Month,Minnesota,Female,All Ages,101,1965,127,30,0,198
9/1/2020,9/30/2020,By Month,Minnesota,Female,All Ages,113,1914,99,28,0,185
10/1/2020,10/31/2020,By Month,Minnesota,Female,All Ages,229,2141,146,62,0,313
11/1/2020,11/30/2020,By Month,Minnesota,Female,All Ages,671,2638,319,221,0,769
12/1/2020,12/31/2020,By Month,Minnesota,Female,All Ages,849,2724,373,283,0,939
1/1/2021,1/31/2021,By Month,Minnesota,Female,All Ages,400,2214,187,112,0,475
2/1/2021,2/28/2021,By Month,Minnesota,Female,All Ages,145,1775,124,49,0,220
3/1/2021,3/31/2021,By Month,Minnesota,Female,All Ages,94,1881,99,27,0,166
4/1/2021,4/30/2021,By Month,Minnesota,Female,All Ages,111,1874,110,41,0,181
5/1/2021,5/31/2021,By Month,Minnesota,Female,All Ages,119,1939,128,55,0,192
6/1/2021,6/30/2021,By Month,Minnesota,Female,All Ages,45,1753,83,19,0,109
7/1/2021,7/31/2021,By Month,Minnesota,Female,All Ages,32,1861,81,0,0,104
8/1/2021,8/31/2021,By Month,Minnesota,Female,All Ages,69,1914,125,36,0,158
9/1/2021,9/30/2021,By Month,Minnesota,Female,All Ages,151,1963,162,59,0,254
10/1/2021,10/31/2021,By Month,Minnesota,Female,All Ages,228,2225,209,103,0,334
11/1/2021,11/30/2021,By Month,Minnesota,Female,All Ages,353,2357,261,156,0,459
12/1/2021,12/31/2021,By Month,Minnesota,Female,All Ages,461,2576,326,218,0,572
1/1/2022,1/31/2022,By Month,Minnesota,Female,All Ages,402,2540,260,159,0,510
2/1/2022,2/28/2022,By Month,Minnesota,Female,All Ages,222,2026,171,86,0,315
3/1/2022,3/31/2022,By Month,Minnesota,Female,All Ages,96,2057,121,29,0,189
4/1/2022,4/30/2022,By Month,Minnesota,Female,All Ages,40,1888,78,10,0,111
5/1/2022,5/31/2022,By Month,Minnesota,Female,All Ages,72,1939,118,17,0,175
6/1/2022,6/30/2022,By Month,Minnesota,Female,All Ages,100,1808,107,18,0,189
7/1/2022,7/31/2022,By Month,Minnesota,Female,All Ages,92,1835,116,28,0,180
8/1/2022,8/31/2022,By Month,Minnesota,Female,All Ages,96,1857,99,19,0,176
9/1/2022,9/24/2022,By Month,Minnesota,Female,All Ages,51,1150,71,16,0,107
1/1/2020,1/31/2020,By Month,Mississippi,Female,All Ages,0,1420,118,0,0,124
2/1/2020,2/29/2020,By Month,Mississippi,Female,All Ages,0,1310,106,0,11,119
3/1/2020,3/31/2020,By Month,Mississippi,Female,All Ages,12,1361,123,0,10,140
4/1/2020,4/30/2020,By Month,Mississippi,Female,All Ages,149,1497,176,73,0,252
5/1/2020,5/31/2020,By Month,Mississippi,Female,All Ages,248,1614,212,113,0,347
6/1/2020,6/30/2020,By Month,Mississippi,Female,All Ages,175,1483,154,90,0,239
7/1/2020,7/31/2020,By Month,Mississippi,Female,All Ages,328,1706,238,158,0,408
8/1/2020,8/31/2020,By Month,Mississippi,Female,All Ages,391,1739,289,208,0,472
9/1/2020,9/30/2020,By Month,Mississippi,Female,All Ages,224,1503,162,104,0,282
10/1/2020,10/31/2020,By Month,Mississippi,Female,All Ages,178,1527,181,95,0,264
11/1/2020,11/30/2020,By Month,Mississippi,Female,All Ages,277,1652,234,143,0,368
12/1/2020,12/31/2020,By Month,Mississippi,Female,All Ages,518,1972,353,266,0,605
1/1/2021,1/31/2021,By Month,Mississippi,Female,All Ages,607,2052,449,337,0,720
2/1/2021,2/28/2021,By Month,Mississippi,Female,All Ages,260,1558,209,134,0,337
3/1/2021,3/31/2021,By Month,Mississippi,Female,All Ages,133,1438,127,65,0,195
4/1/2021,4/30/2021,By Month,Mississippi,Female,All Ages,90,1323,113,40,0,165
5/1/2021,5/31/2021,By Month,Mississippi,Female,All Ages,81,1370,112,46,0,148
6/1/2021,6/30/2021,By Month,Mississippi,Female,All Ages,58,1330,109,25,0,142
7/1/2021,7/31/2021,By Month,Mississippi,Female,All Ages,114,1521,163,69,0,210
8/1/2021,8/31/2021,By Month,Mississippi,Female,All Ages,570,2050,390,303,0,659
9/1/2021,9/30/2021,By Month,Mississippi,Female,All Ages,508,1863,389,299,0,601
10/1/2021,10/31/2021,By Month,Mississippi,Female,All Ages,185,1509,194,104,0,275
11/1/2021,11/30/2021,By Month,Mississippi,Female,All Ages,84,1438,132,40,0,177
12/1/2021,12/31/2021,By Month,Mississippi,Female,All Ages,114,1563,139,44,0,211
1/1/2022,1/31/2022,By Month,Mississippi,Female,All Ages,499,2028,318,221,0,597
2/1/2022,2/28/2022,By Month,Mississippi,Female,All Ages,393,1658,245,176,0,464
3/1/2022,3/31/2022,By Month,Mississippi,Female,All Ages,105,1433,123,37,0,191
4/1/2022,4/30/2022,By Month,Mississippi,Female,All Ages,44,1337,109,12,0,143
5/1/2022,5/31/2022,By Month,Mississippi,Female,All Ages,23,1395,94,0,0,115
6/1/2022,6/30/2022,By Month,Mississippi,Female,All Ages,50,1307,82,16,0,117
7/1/2022,7/31/2022,By Month,Mississippi,Female,All Ages,105,1411,128,37,0,196
8/1/2022,8/31/2022,By Month,Mississippi,Female,All Ages,101,1356,106,32,0,175
9/1/2022,9/24/2022,By Month,Mississippi,Female,All Ages,45,722,70,17,0,98
1/1/2020,1/31/2020,By Month,Missouri,Female,All Ages,0,2900,184,0,18,202
2/1/2020,2/29/2020,By Month,Missouri,Female,All Ages,0,2711,147,0,36,183
3/1/2020,3/31/2020,By Month,Missouri,Female,All Ages,19,2755,176,11,44,228
4/1/2020,4/30/2020,By Month,Missouri,Female,All Ages,215,2878,200,72,0,348
5/1/2020,5/31/2020,By Month,Missouri,Female,All Ages,214,2841,177,59,0,333
6/1/2020,6/30/2020,By Month,Missouri,Female,All Ages,115,2587,126,26,0,215
7/1/2020,7/31/2020,By Month,Missouri,Female,All Ages,137,2835,140,40,0,237
8/1/2020,8/31/2020,By Month,Missouri,Female,All Ages,238,2835,215,92,0,362
9/1/2020,9/30/2020,By Month,Missouri,Female,All Ages,312,2923,217,114,0,415
10/1/2020,10/31/2020,By Month,Missouri,Female,All Ages,536,3301,307,185,0,658
11/1/2020,11/30/2020,By Month,Missouri,Female,All Ages,963,3823,546,415,0,1094
12/1/2020,12/31/2020,By Month,Missouri,Female,All Ages,1121,4059,649,498,0,1272
1/1/2021,1/31/2021,By Month,Missouri,Female,All Ages,816,3628,504,357,0,963
2/1/2021,2/28/2021,By Month,Missouri,Female,All Ages,301,2754,255,136,0,420
3/1/2021,3/31/2021,By Month,Missouri,Female,All Ages,135,2729,165,63,0,237
4/1/2021,4/30/2021,By Month,Missouri,Female,All Ages,91,2620,153,39,0,205
5/1/2021,5/31/2021,By Month,Missouri,Female,All Ages,89,2675,157,50,0,196
6/1/2021,6/30/2021,By Month,Missouri,Female,All Ages,125,2625,189,68,0,247
7/1/2021,7/31/2021,By Month,Missouri,Female,All Ages,329,3029,309,203,0,435
8/1/2021,8/31/2021,By Month,Missouri,Female,All Ages,647,3386,482,359,0,771
9/1/2021,9/30/2021,By Month,Missouri,Female,All Ages,470,3157,390,262,0,598
10/1/2021,10/31/2021,By Month,Missouri,Female,All Ages,296,2983,288,166,0,418
11/1/2021,11/30/2021,By Month,Missouri,Female,All Ages,239,2995,277,134,0,382
12/1/2021,12/31/2021,By Month,Missouri,Female,All Ages,494,3395,446,286,0,661
1/1/2022,1/31/2022,By Month,Missouri,Female,All Ages,930,3954,607,465,14,1085
2/1/2022,2/28/2022,By Month,Missouri,Female,All Ages,484,3093,364,227,0,627
3/1/2022,3/31/2022,By Month,Missouri,Female,All Ages,163,2879,199,82,0,286
4/1/2022,4/30/2022,By Month,Missouri,Female,All Ages,62,2622,146,22,0,190
5/1/2022,5/31/2022,By Month,Missouri,Female,All Ages,47,2699,159,10,0,198
6/1/2022,6/30/2022,By Month,Missouri,Female,All Ages,67,2660,144,22,0,190
7/1/2022,7/31/2022,By Month,Missouri,Female,All Ages,135,2724,161,42,0,255
8/1/2022,8/31/2022,By Month,Missouri,Female,All Ages,149,2462,143,45,0,247
9/1/2022,9/24/2022,By Month,Missouri,Female,All Ages,60,1321,77,14,0,123
1/1/2020,1/31/2020,By Month,Montana,Female,All Ages,0,430,21,0,0,23
2/1/2020,2/29/2020,By Month,Montana,Female,All Ages,0,414,17,0,0,22
3/1/2020,3/31/2020,By Month,Montana,Female,All Ages,0,416,26,0,0,38
4/1/2020,4/30/2020,By Month,Montana,Female,All Ages,0,374,21,0,0,26
5/1/2020,5/31/2020,By Month,Montana,Female,All Ages,0,375,16,0,0,17
6/1/2020,6/30/2020,By Month,Montana,Female,All Ages,0,366,16,0,0,18
7/1/2020,7/31/2020,By Month,Montana,Female,All Ages,22,393,18,0,0,35
8/1/2020,8/31/2020,By Month,Montana,Female,All Ages,22,421,24,13,0,33
9/1/2020,9/30/2020,By Month,Montana,Female,All Ages,42,452,31,21,0,52
10/1/2020,10/31/2020,By Month,Montana,Female,All Ages,118,588,72,54,0,136
11/1/2020,11/30/2020,By Month,Montana,Female,All Ages,187,601,88,78,0,197
12/1/2020,12/31/2020,By Month,Montana,Female,All Ages,158,567,85,71,0,172
1/1/2021,1/31/2021,By Month,Montana,Female,All Ages,85,461,44,35,0,94
2/1/2021,2/28/2021,By Month,Montana,Female,All Ages,28,398,19,11,0,36
3/1/2021,3/31/2021,By Month,Montana,Female,All Ages,26,414,28,11,0,44
4/1/2021,4/30/2021,By Month,Montana,Female,All Ages,15,386,16,0,0,24
5/1/2021,5/31/2021,By Month,Montana,Female,All Ages,12,400,25,0,0,28
6/1/2021,6/30/2021,By Month,Montana,Female,All Ages,20,434,32,11,0,41
7/1/2021,7/31/2021,By Month,Montana,Female,All Ages,24,471,35,13,0,46
8/1/2021,8/31/2021,By Month,Montana,Female,All Ages,63,503,59,39,0,83
9/1/2021,9/30/2021,By Month,Montana,Female,All Ages,118,567,71,58,0,132
10/1/2021,10/31/2021,By Month,Montana,Female,All Ages,180,625,130,115,0,195
11/1/2021,11/30/2021,By Month,Montana,Female,All Ages,120,539,95,67,0,148
12/1/2021,12/31/2021,By Month,Montana,Female,All Ages,72,517,56,38,0,93
1/1/2022,1/31/2022,By Month,Montana,Female,All Ages,79,537,68,43,0,106
2/1/2022,2/28/2022,By Month,Montana,Female,All Ages,79,463,50,32,0,99
3/1/2022,3/31/2022,By Month,Montana,Female,All Ages,37,478,32,17,0,53
4/1/2022,4/30/2022,By Month,Montana,Female,All Ages,0,415,28,0,0,38
5/1/2022,5/31/2022,By Month,Montana,Female,All Ages,11,431,24,0,0,33
6/1/2022,6/30/2022,By Month,Montana,Female,All Ages,0,365,14,0,0,19
7/1/2022,7/31/2022,By Month,Montana,Female,All Ages,26,471,22,0,0,43
8/1/2022,8/31/2022,By Month,Montana,Female,All Ages,14,426,22,0,0,28
9/1/2022,9/24/2022,By Month,Montana,Female,All Ages,0,181,14,0,0,17
1/1/2020,1/31/2020,By Month,Nebraska,Female,All Ages,0,772,61,0,18,79
2/1/2020,2/29/2020,By Month,Nebraska,Female,All Ages,0,699,64,0,0,71
3/1/2020,3/31/2020,By Month,Nebraska,Female,All Ages,0,783,71,0,0,78
4/1/2020,4/30/2020,By Month,Nebraska,Female,All Ages,35,717,55,0,0,84
5/1/2020,5/31/2020,By Month,Nebraska,Female,All Ages,51,746,58,23,0,86
6/1/2020,6/30/2020,By Month,Nebraska,Female,All Ages,42,713,47,21,0,68
7/1/2020,7/31/2020,By Month,Nebraska,Female,All Ages,22,716,46,0,0,61
8/1/2020,8/31/2020,By Month,Nebraska,Female,All Ages,42,750,48,14,0,76
9/1/2020,9/30/2020,By Month,Nebraska,Female,All Ages,47,727,47,18,0,76
10/1/2020,10/31/2020,By Month,Nebraska,Female,All Ages,119,863,64,40,0,143
11/1/2020,11/30/2020,By Month,Nebraska,Female,All Ages,336,1061,171,123,0,385
12/1/2020,12/31/2020,By Month,Nebraska,Female,All Ages,279,989,133,96,0,316
1/1/2021,1/31/2021,By Month,Nebraska,Female,All Ages,147,858,110,61,0,196
2/1/2021,2/28/2021,By Month,Nebraska,Female,All Ages,47,640,54,22,0,79
3/1/2021,3/31/2021,By Month,Nebraska,Female,All Ages,34,707,41,12,0,63
4/1/2021,4/30/2021,By Month,Nebraska,Female,All Ages,26,687,47,14,0,59
5/1/2021,5/31/2021,By Month,Nebraska,Female,All Ages,27,717,38,0,0,59
6/1/2021,6/30/2021,By Month,Nebraska,Female,All Ages,0,606,32,0,0,39
7/1/2021,7/31/2021,By Month,Nebraska,Female,All Ages,14,693,46,0,0,53
8/1/2021,8/31/2021,By Month,Nebraska,Female,All Ages,63,736,75,31,0,107
9/1/2021,9/30/2021,By Month,Nebraska,Female,All Ages,75,796,82,42,0,115
10/1/2021,10/31/2021,By Month,Nebraska,Female,All Ages,107,864,100,59,0,148
11/1/2021,11/30/2021,By Month,Nebraska,Female,All Ages,114,840,103,57,0,160
12/1/2021,12/31/2021,By Month,Nebraska,Female,All Ages,128,917,116,69,0,176
1/1/2022,1/31/2022,By Month,Nebraska,Female,All Ages,166,956,119,71,0,221
2/1/2022,2/28/2022,By Month,Nebraska,Female,All Ages,121,819,88,51,0,160
3/1/2022,3/31/2022,By Month,Nebraska,Female,All Ages,40,750,60,15,0,88
4/1/2022,4/30/2022,By Month,Nebraska,Female,All Ages,18,695,45,0,0,62
5/1/2022,5/31/2022,By Month,Nebraska,Female,All Ages,14,734,42,0,0,56
6/1/2022,6/30/2022,By Month,Nebraska,Female,All Ages,20,644,33,0,0,49
7/1/2022,7/31/2022,By Month,Nebraska,Female,All Ages,34,736,29,0,0,60
8/1/2022,8/31/2022,By Month,Nebraska,Female,All Ages,30,679,38,11,0,58
9/1/2022,9/24/2022,By Month,Nebraska,Female,All Ages,11,309,14,0,0,25
1/1/2020,1/31/2020,By Month,Nevada,Female,All Ages,0,1115,78,0,0,87
2/1/2020,2/29/2020,By Month,Nevada,Female,All Ages,0,1034,70,0,0,78
3/1/2020,3/31/2020,By Month,Nevada,Female,All Ages,13,1014,100,10,0,109
4/1/2020,4/30/2020,By Month,Nevada,Female,All Ages,100,1057,130,77,0,153
5/1/2020,5/31/2020,By Month,Nevada,Female,All Ages,64,1050,95,44,0,115
6/1/2020,6/30/2020,By Month,Nevada,Female,All Ages,31,990,67,24,0,75
7/1/2020,7/31/2020,By Month,Nevada,Female,All Ages,129,1156,154,97,0,186
8/1/2020,8/31/2020,By Month,Nevada,Female,All Ages,172,1261,182,128,0,226
9/1/2020,9/30/2020,By Month,Nevada,Female,All Ages,89,1059,103,61,0,131
10/1/2020,10/31/2020,By Month,Nevada,Female,All Ages,59,1109,101,42,0,118
11/1/2020,11/30/2020,By Month,Nevada,Female,All Ages,192,1227,193,147,0,238
12/1/2020,12/31/2020,By Month,Nevada,Female,All Ages,458,1589,421,359,0,521
1/1/2021,1/31/2021,By Month,Nevada,Female,All Ages,468,1573,426,371,0,523
2/1/2021,2/28/2021,By Month,Nevada,Female,All Ages,190,1134,213,152,0,251
3/1/2021,3/31/2021,By Month,Nevada,Female,All Ages,75,1106,99,48,0,126
4/1/2021,4/30/2021,By Month,Nevada,Female,All Ages,65,1012,94,55,0,104
5/1/2021,5/31/2021,By Month,Nevada,Female,All Ages,49,1031,89,36,0,102
6/1/2021,6/30/2021,By Month,Nevada,Female,All Ages,58,1059,84,40,0,102
7/1/2021,7/31/2021,By Month,Nevada,Female,All Ages,163,1237,185,131,0,217
8/1/2021,8/31/2021,By Month,Nevada,Female,All Ages,283,1305,273,222,0,334
9/1/2021,9/30/2021,By Month,Nevada,Female,All Ages,287,1289,278,217,0,348
10/1/2021,10/31/2021,By Month,Nevada,Female,All Ages,192,1238,214,161,0,246
11/1/2021,11/30/2021,By Month,Nevada,Female,All Ages,162,1215,181,129,0,214
12/1/2021,12/31/2021,By Month,Nevada,Female,All Ages,184,1308,219,149,0,254
1/1/2022,1/31/2022,By Month,Nevada,Female,All Ages,390,1565,364,292,0,463
2/1/2022,2/28/2022,By Month,Nevada,Female,All Ages,265,1223,258,191,0,332
3/1/2022,3/31/2022,By Month,Nevada,Female,All Ages,87,1140,122,56,0,154
4/1/2022,4/30/2022,By Month,Nevada,Female,All Ages,26,1124,74,10,0,94
5/1/2022,5/31/2022,By Month,Nevada,Female,All Ages,37,1060,76,20,0,95
6/1/2022,6/30/2022,By Month,Nevada,Female,All Ages,55,1076,92,26,0,124
7/1/2022,7/31/2022,By Month,Nevada,Female,All Ages,73,1175,102,43,0,133
8/1/2022,8/31/2022,By Month,Nevada,Female,All Ages,40,1071,85,19,0,106
9/1/2022,9/24/2022,By Month,Nevada,Female,All Ages,0,484,29,0,0,32
1/1/2020,1/31/2020,By Month,New Hampshire,Female,All Ages,0,551,34,0,0,39
2/1/2020,2/29/2020,By Month,New Hampshire,Female,All Ages,0,516,36,0,0,45
3/1/2020,3/31/2020,By Month,New Hampshire,Female,All Ages,0,552,39,0,0,50
4/1/2020,4/30/2020,By Month,New Hampshire,Female,All Ages,30,538,41,0,0,63
5/1/2020,5/31/2020,By Month,New Hampshire,Female,All Ages,88,554,41,21,0,108
6/1/2020,6/30/2020,By Month,New Hampshire,Female,All Ages,65,563,26,10,0,81
7/1/2020,7/31/2020,By Month,New Hampshire,Female,All Ages,23,527,22,0,0,41
8/1/2020,8/31/2020,By Month,New Hampshire,Female,All Ages,0,498,24,0,0,31
9/1/2020,9/30/2020,By Month,New Hampshire,Female,All Ages,0,515,29,0,0,31
10/1/2020,10/31/2020,By Month,New Hampshire,Female,All Ages,22,474,16,0,0,36
11/1/2020,11/30/2020,By Month,New Hampshire,Female,All Ages,28,574,26,0,0,50
12/1/2020,12/31/2020,By Month,New Hampshire,Female,All Ages,133,685,42,28,0,147
1/1/2021,1/31/2021,By Month,New Hampshire,Female,All Ages,166,684,64,49,0,181
2/1/2021,2/28/2021,By Month,New Hampshire,Female,All Ages,37,519,20,10,0,47
3/1/2021,3/31/2021,By Month,New Hampshire,Female,All Ages,21,475,36,0,0,49
4/1/2021,4/30/2021,By Month,New Hampshire,Female,All Ages,18,498,32,11,0,39
5/1/2021,5/31/2021,By Month,New Hampshire,Female,All Ages,15,518,15,0,0,25
6/1/2021,6/30/2021,By Month,New Hampshire,Female,All Ages,10,523,17,0,0,23
7/1/2021,7/31/2021,By Month,New Hampshire,Female,All Ages,0,505,17,0,0,20
8/1/2021,8/31/2021,By Month,New Hampshire,Female,All Ages,19,516,31,0,0,43
9/1/2021,9/30/2021,By Month,New Hampshire,Female,All Ages,24,510,32,10,0,46
10/1/2021,10/31/2021,By Month,New Hampshire,Female,All Ages,44,571,43,20,0,67
11/1/2021,11/30/2021,By Month,New Hampshire,Female,All Ages,69,629,63,34,0,98
12/1/2021,12/31/2021,By Month,New Hampshire,Female,All Ages,122,702,98,73,0,149
1/1/2022,1/31/2022,By Month,New Hampshire,Female,All Ages,104,703,80,56,0,132
2/1/2022,2/28/2022,By Month,New Hampshire,Female,All Ages,57,574,45,24,0,79
3/1/2022,3/31/2022,By Month,New Hampshire,Female,All Ages,21,580,24,0,0,36
4/1/2022,4/30/2022,By Month,New Hampshire,Female,All Ages,0,497,35,0,0,42
5/1/2022,5/31/2022,By Month,New Hampshire,Female,All Ages,18,501,24,0,0,37
6/1/2022,6/30/2022,By Month,New Hampshire,Female,All Ages,20,530,22,0,0,39
7/1/2022,7/31/2022,By Month,New Hampshire,Female,All Ages,13,566,23,0,0,30
8/1/2022,8/31/2022,By Month,New Hampshire,Female,All Ages,14,540,23,0,0,32
9/1/2022,9/24/2022,By Month,New Hampshire,Female,All Ages,18,359,20,0,0,35
1/1/2020,1/31/2020,By Month,New Jersey,Female,All Ages,0,3486,191,0,17,208
2/1/2020,2/29/2020,By Month,New Jersey,Female,All Ages,0,3226,165,0,11,176
3/1/2020,3/31/2020,By Month,New Jersey,Female,All Ages,288,3902,421,148,21,581
4/1/2020,4/30/2020,By Month,New Jersey,Female,All Ages,4110,8754,2311,1927,11,4498
5/1/2020,5/31/2020,By Month,New Jersey,Female,All Ages,1640,4710,916,726,0,1830
6/1/2020,6/30/2020,By Month,New Jersey,Female,All Ages,452,3126,328,202,0,579
7/1/2020,7/31/2020,By Month,New Jersey,Female,All Ages,143,2989,157,49,0,251
8/1/2020,8/31/2020,By Month,New Jersey,Female,All Ages,82,2965,160,27,0,215
9/1/2020,9/30/2020,By Month,New Jersey,Female,All Ages,61,2917,130,30,0,162
10/1/2020,10/31/2020,By Month,New Jersey,Female,All Ages,142,3093,172,52,0,262
11/1/2020,11/30/2020,By Month,New Jersey,Female,All Ages,364,3379,322,200,0,486
12/1/2020,12/31/2020,By Month,New Jersey,Female,All Ages,1001,4414,670,504,0,1168
1/1/2021,1/31/2021,By Month,New Jersey,Female,All Ages,1098,4389,714,557,0,1255
2/1/2021,2/28/2021,By Month,New Jersey,Female,All Ages,613,3593,453,323,0,743
3/1/2021,3/31/2021,By Month,New Jersey,Female,All Ages,485,3530,386,262,0,609
4/1/2021,4/30/2021,By Month,New Jersey,Female,All Ages,481,3429,386,256,0,611
5/1/2021,5/31/2021,By Month,New Jersey,Female,All Ages,244,3174,244,132,0,356
6/1/2021,6/30/2021,By Month,New Jersey,Female,All Ages,74,2783,136,34,0,176
7/1/2021,7/31/2021,By Month,New Jersey,Female,All Ages,66,3069,154,29,0,191
8/1/2021,8/31/2021,By Month,New Jersey,Female,All Ages,173,3198,236,93,0,316
9/1/2021,9/30/2021,By Month,New Jersey,Female,All Ages,227,3230,259,123,0,363
10/1/2021,10/31/2021,By Month,New Jersey,Female,All Ages,230,3416,272,148,0,354
11/1/2021,11/30/2021,By Month,New Jersey,Female,All Ages,192,3376,267,122,0,337
12/1/2021,12/31/2021,By Month,New Jersey,Female,All Ages,382,3841,344,187,0,544
1/1/2022,1/31/2022,By Month,New Jersey,Female,All Ages,1369,4956,815,683,0,1505
2/1/2022,2/28/2022,By Month,New Jersey,Female,All Ages,392,3313,306,182,0,516
3/1/2022,3/31/2022,By Month,New Jersey,Female,All Ages,106,3224,165,43,0,229
4/1/2022,4/30/2022,By Month,New Jersey,Female,All Ages,78,2879,153,30,0,207
5/1/2022,5/31/2022,By Month,New Jersey,Female,All Ages,139,3169,165,48,0,260
6/1/2022,6/30/2022,By Month,New Jersey,Female,All Ages,117,2987,144,31,0,232
7/1/2022,7/31/2022,By Month,New Jersey,Female,All Ages,137,3069,171,41,0,267
8/1/2022,8/31/2022,By Month,New Jersey,Female,All Ages,128,3081,143,39,0,232
9/1/2022,9/24/2022,By Month,New Jersey,Female,All Ages,72,2011,92,20,0,144
1/1/2020,1/31/2020,By Month,New Mexico,Female,All Ages,0,832,59,0,18,77
2/1/2020,2/29/2020,By Month,New Mexico,Female,All Ages,0,716,49,0,0,55
3/1/2020,3/31/2020,By Month,New Mexico,Female,All Ages,0,770,56,0,0,61
4/1/2020,4/30/2020,By Month,New Mexico,Female,All Ages,76,809,79,35,0,120
5/1/2020,5/31/2020,By Month,New Mexico,Female,All Ages,125,893,88,47,0,166
6/1/2020,6/30/2020,By Month,New Mexico,Female,All Ages,60,864,68,28,0,100
7/1/2020,7/31/2020,By Month,New Mexico,Female,All Ages,80,818,61,39,0,102
8/1/2020,8/31/2020,By Month,New Mexico,Female,All Ages,46,857,46,19,0,73
